Datum ;Zeit ;AT [°C];ATakt [°C];PE1_BR1 ;HK1 VL Ist[°C];HK1 VL Soll[°C];HK1 RT Ist[°C];HK1 RT Soll[°C];HK1 Pumpe;HK1 Mischer;HK1 Fernb[°C];HK1 Status;WW1 EinT Ist[°C];WW1 AusT Ist[°C];WW1 Soll[°C];WW1 Pumpe;WW1 Status;Sensor ext [°C];PE1 KT[°C];PE1 KT_SOLL[°C];PE1 UW Freigabe[°C];PE1 Modulation[%];PE1 FRT Ist[°C];PE1 FRT Soll[°C];PE1 FRT End[°C];PE1 Einschublaufzeit[zs];PE1 Pausenzeit[zs];PE1 Luefterdrehzahl[%];PE1 Saugzugdrehzahl[%];PE1 Unterdruck Ist[EH];PE1 Unterdruck Soll[EH];PE1 Fuellstand[kg];PE1 Fuellstand ZWB[kg];PE1 Status;PE1 Statusbit;PE1 Motor ES;PE1 Motor RA;PE1 Motor RES1;PE1 Motor TURBINE;PE1 Motor ZUEND;PE1 Motor UW[%];PE1 Motor AV;PE1 Motor RES2;PE1 Motor MA;PE1 Motor RM;PE1 Motor SM;PE1 Res1 Temp.[°C];PE1 Res2 Temp.[°C];PE1 CAP RA;PE1 CAP ZB;PE1 AK;PE1 Saug-Int[min];PE1 DigIn1;PE1 DigIn2;PE1 CntDig1;PE1 Ashfill[kg];PE1 Runtime[h];Fehler1 ;Fehler2 ;Fehler3 ;
07.09.2024;00:03:13;19,2;19,3;0;36,1;8,0;21,8;8,0;0;0;0,0;8;56,5;56,5;25,0;0;8200;19,9;75,2;8,0;60,0;0;77,0;8,0;8,0;0,00;0,00;0;0;48,3;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;36,1;56,5;1;1;0;106;0;0;0;0,0;3639;0;0;0;
07.09.2024;00:04:13;19,2;19,2;0;36,1;8,0;22,0;8,0;0;0;0,0;8;56,5;56,5;25,0;0;8200;20,2;75,2;8,0;60,0;0;77,1;8,0;8,0;0,00;0,00;0;0;48,3;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;36,1;56,5;1;1;0;106;0;0;0;0,0;3639;0;0;0;
07.09.2024;00:05:13;19,2;19,2;0;36,1;8,0;22,0;8,0;0;0;0,0;8;56,4;56,4;25,0;0;8200;19,9;75,1;8,0;60,0;0;77,0;8,0;8,0;0,00;0,00;0;0;48,3;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;36,1;56,4;1;1;0;106;0;0;0;0,0;3639;0;0;0;
07.09.2024;00:06:13;19,2;19,2;0;36,1;8,0;22,0;8,0;0;0;0,0;8;56,4;56,4;25,0;0;8200;19,9;75,1;8,0;60,0;0;77,0;8,0;8,0;0,00;0,00;0;0;48,4;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;36,1;56,4;1;1;0;106;0;0;0;0,0;3639;0;0;0;
07.09.2024;00:07:13;19,2;19,2;0;36,1;8,0;22,0;8,0;0;0;0,0;8;56,4;56,4;25,0;0;8200;19,9;75,1;8,0;60,0;0;77,0;8,0;8,0;0,00;0,00;0;0;48,4;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;36,1;56,4;1;1;0;106;0;0;0;0,0;3639;0;0;0;
07.09.2024;00:08:13;19,2;19,3;0;36,1;8,0;22,0;8,0;0;0;0,0;8;56,4;56,4;25,0;0;8200;19,9;75,1;8,0;60,0;0;76,9;8,0;8,0;0,00;0,00;0;0;48,4;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;36,1;56,4;1;1;0;106;0;0;0;0,0;3639;0;0;0;
07.09.2024;00:09:13;19,2;19,2;0;36,0;8,0;21,9;8,0;0;0;0,0;8;56,3;56,3;25,0;0;8200;19,9;75,0;8,0;60,0;0;76,9;8,0;8,0;0,00;0,00;0;0;48,3;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;36,0;56,3;1;1;0;106;0;0;0;0,0;3639;0;0;0;
07.09.2024;00:10:13;19,2;19,3;0;36,0;8,0;21,9;8,0;0;0;0,0;8;56,3;56,3;25,0;0;8200;19,9;75,0;8,0;60,0;0;76,7;8,0;8,0;0,00;0,00;0;0;48,4;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;36,0;56,3;1;1;0;106;0;0;0;0,0;3639;0;0;0;
07.09.2024;00:11:13;19,2;19,2;0;36,1;8,0;21,9;8,0;0;0;0,0;8;56,3;56,3;25,0;0;8200;19,9;75,0;8,0;60,0;0;76,7;8,0;8,0;0,00;0,00;0;0;48,4;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;36,1;56,3;1;1;0;106;0;0;0;0,0;3639;0;0;0;
07.09.2024;00:12:13;19,2;19,2;0;36,0;8,0;21,9;8,0;0;0;0,0;8;56,3;56,3;25,0;0;8200;20,0;75,0;8,0;60,0;0;76,7;8,0;8,0;0,00;0,00;0;0;48,3;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;36,0;56,3;1;1;0;106;0;0;0;0,0;3639;0;0;0;
