Datum ;Zeit ;AT [°C];ATakt [°C];PE1_BR1 ;HK1 VL Ist[°C];HK1 VL Soll[°C];HK1 RT Ist[°C];HK1 RT Soll[°C];HK1 Pumpe;HK1 Mischer;HK1 Fernb[°C];HK1 Status;WW1 EinT Ist[°C];WW1 AusT Ist[°C];WW1 Soll[°C];WW1 Pumpe;WW1 Status;Sensor ext [°C];PE1 KT[°C];PE1 KT_SOLL[°C];PE1 UW Freigabe[°C];PE1 Modulation[%];PE1 FRT Ist[°C];PE1 FRT Soll[°C];PE1 FRT End[°C];PE1 Einschublaufzeit[zs];PE1 Pausenzeit[zs];PE1 Luefterdrehzahl[%];PE1 Saugzugdrehzahl[%];PE1 Unterdruck Ist[EH];PE1 Unterdruck Soll[EH];PE1 Fuellstand[kg];PE1 Fuellstand ZWB[kg];PE1 Status;PE1 Statusbit;PE1 Motor ES;PE1 Motor RA;PE1 Motor RES1;PE1 Motor TURBINE;PE1 Motor ZUEND;PE1 Motor UW[%];PE1 Motor AV;PE1 Motor RES2;PE1 Motor MA;PE1 Motor RM;PE1 Motor SM;PE1 Res1 Temp.[°C];PE1 Res2 Temp.[°C];PE1 CAP RA;PE1 CAP ZB;PE1 AK;PE1 Saug-Int[min];PE1 DigIn1;PE1 DigIn2;PE1 CntDig1;PE1 Ashfill[kg];PE1 Runtime[h];Fehler1 ;Fehler2 ;Fehler3 ;
29.02.2024;00:03:46;10,4;10,5;0;35,0;8,0;17,1;8,0;0;0;0,0;2064;47,0;47,0;25,0;0;8200;15,2;77,4;8,0;60,0;0;83,7;8,0;8,0;0,00;0,00;0;0;47,1;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;35,0;47,0;1;1;0;103;0;0;0;0,0;3040;0;0;0;
29.02.2024;00:04:46;10,4;10,5;0;35,0;8,0;17,1;8,0;0;0;0,0;2064;46,9;46,9;25,0;0;8200;15,3;77,4;8,0;60,0;0;83,5;8,0;8,0;0,00;0,00;0;0;47,1;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;35,0;46,9;1;1;0;103;0;0;0;0,0;3040;0;0;0;
29.02.2024;00:05:46;10,4;10,5;0;35,0;8,0;17,1;8,0;0;0;0,0;2064;47,0;47,0;25,0;0;8200;15,2;77,3;8,0;60,0;0;83,3;8,0;8,0;0,00;0,00;0;0;47,0;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;35,0;47,0;1;1;0;103;0;0;0;0,0;3040;0;0;0;
29.02.2024;00:06:46;10,4;10,5;0;34,9;8,0;17,1;8,0;0;0;0,0;2064;46,9;46,9;25,0;0;8200;15,2;77,4;8,0;60,0;0;83,3;8,0;8,0;0,00;0,00;0;0;47,1;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,9;46,9;1;1;0;103;0;0;0;0,0;3040;0;0;0;
29.02.2024;00:07:46;10,4;10,5;0;34,9;8,0;17,1;8,0;0;0;0,0;2064;46,9;46,9;25,0;0;8200;15,1;77,3;8,0;60,0;0;83,1;8,0;8,0;0,00;0,00;0;0;47,0;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,9;46,9;1;1;0;103;0;0;0;0,0;3040;0;0;0;
29.02.2024;00:08:46;10,4;10,6;0;34,9;8,0;17,1;8,0;0;0;0,0;2064;46,9;46,9;25,0;0;8200;15,1;77,3;8,0;60,0;0;83,0;8,0;8,0;0,00;0,00;0;0;47,0;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,9;46,9;1;1;0;103;0;0;0;0,0;3040;0;0;0;
29.02.2024;00:09:46;10,4;10,5;0;34,9;8,0;17,1;8,0;0;0;0,0;2064;46,9;46,9;25,0;0;8200;15,1;77,3;8,0;60,0;0;82,9;8,0;8,0;0,00;0,00;0;0;46,9;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,9;46,9;1;1;0;103;0;0;0;0,0;3040;0;0;0;
29.02.2024;00:10:46;10,4;10,5;0;34,8;8,0;17,1;8,0;0;0;0,0;2064;46,8;46,8;25,0;0;8200;15,1;77,3;8,0;60,0;0;82,9;8,0;8,0;0,00;0,00;0;0;47,0;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,8;46,8;1;1;0;103;0;0;0;0,0;3040;0;0;0;
29.02.2024;00:11:46;10,4;10,5;0;34,8;8,0;17,1;8,0;0;0;0,0;2064;46,8;46,8;25,0;0;8200;15,1;77,3;8,0;60,0;0;82,8;8,0;8,0;0,00;0,00;0;0;47,0;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,8;46,8;1;1;0;103;0;0;0;0,0;3040;0;0;0;
29.02.2024;00:12:46;10,4;10,5;0;34,7;8,0;17,1;8,0;0;0;0,0;2064;46,7;46,7;25,0;0;8200;15,2;77,2;8,0;60,0;0;82,7;8,0;8,0;0,00;0,00;0;0;47,0;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,7;46,7;1;1;0;103;0;0;0;0,0;3040;0;0;0;
29.02.2024;00:13:46;10,4;10,5;0;34,7;8,0;17,1;8,0;0;0;0,0;2064;46,8;46,8;25,0;0;8200;15,5;77,2;8,0;60,0;0;82,7;8,0;8,0;0,00;0,00;0;0;47,0;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,7;46,8;1;1;0;103;0;0;0;0,0;3040;0;0;0;
29.02.2024;00:14:46;10,4;10,5;0;34,7;8,0;17,1;8,0;0;0;0,0;2064;46,8;46,8;25,0;0;8200;15,3;77,2;8,0;60,0;0;82,6;8,0;8,0;0,00;0,00;0;0;46,9;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,7;46,8;1;1;0;103;0;0;0;0,0;3040;0;0;0;
29.02.2024;00:15:46;10,4;10,6;0;34,6;8,0;17,1;8,0;0;0;0,0;2064;46,8;46,8;25,0;0;8200;15,1;77,2;8,0;60,0;0;82,4;8,0;8,0;0,00;0,00;0;0;46,8;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,6;46,8;1;1;0;103;0;0;0;0,0;3040;0;0;0;
29.02.2024;00:16:46;10,4;10,6;0;34,6;8,0;17,1;8,0;0;0;0,0;2064;46,8;46,8;25,0;0;8200;15,1;77,2;8,0;60,0;0;82,3;8,0;8,0;0,00;0,00;0;0;46,8;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,6;46,8;1;1;0;103;0;0;0;0,0;3040;0;0;0;
29.02.2024;00:17:46;10,4;10,6;0;34,6;8,0;17,1;8,0;0;0;0,0;2064;46,7;46,7;25,0;0;8200;15,2;77,1;8,0;60,0;0;82,2;8,0;8,0;0,00;0,00;0;0;46,8;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,6;46,7;1;1;0;103;0;0;0;0,0;3040;0;0;0;
29.02.2024;00:18:46;10,4;10,6;0;34,5;8,0;17,1;8,0;0;0;0,0;2064;46,7;46,7;25,0;0;8200;15,2;77,1;8,0;60,0;0;82,0;8,0;8,0;0,00;0,00;0;0;46,9;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,5;46,7;1;1;0;103;0;0;0;0,0;3040;0;0;0;
29.02.2024;00:19:46;10,4;10,6;0;34,5;8,0;17,1;8,0;0;0;0,0;2064;46,7;46,7;25,0;0;8200;15,1;77,1;8,0;60,0;0;82,0;8,0;8,0;0,00;0,00;0;0;47,0;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,5;46,7;1;1;0;103;0;0;0;0,0;3040;0;0;0;
29.02.2024;00:20:46;10,4;10,6;0;34,5;8,0;17,1;8,0;0;0;0,0;2064;46,7;46,7;25,0;0;8200;15,2;77,1;8,0;60,0;0;81,9;8,0;8,0;0,00;0,00;0;0;47,0;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,5;46,7;1;1;0;103;0;0;0;0,0;3040;0;0;0;
29.02.2024;00:21:46;10,5;10,6;0;34,4;8,0;17,1;8,0;0;0;0,0;2064;46,7;46,7;25,0;0;8200;15,1;77,1;8,0;60,0;0;81,8;8,0;8,0;0,00;0,00;0;0;46,9;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,4;46,7;1;1;0;103;0;0;0;0,0;3040;0;0;0;
29.02.2024;00:22:46;10,5;10,6;0;34,4;8,0;17,2;8,0;0;0;0,0;2064;46,7;46,7;25,0;0;8200;15,1;77,0;8,0;60,0;0;81,7;8,0;8,0;0,00;0,00;0;0;46,8;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,4;46,7;1;1;0;103;0;0;0;0,0;3040;0;0;0;
