Datum ;Zeit ;AT [°C];ATakt [°C];PE1_BR1 ;HK1 VL Ist[°C];HK1 VL Soll[°C];HK1 RT Ist[°C];HK1 RT Soll[°C];HK1 Pumpe;HK1 Mischer;HK1 Fernb[°C];HK1 Status;WW1 EinT Ist[°C];WW1 AusT Ist[°C];WW1 Soll[°C];WW1 Pumpe;WW1 Status;Sensor ext [°C];PE1 KT[°C];PE1 KT_SOLL[°C];PE1 UW Freigabe[°C];PE1 Modulation[%];PE1 FRT Ist[°C];PE1 FRT Soll[°C];PE1 FRT End[°C];PE1 Einschublaufzeit[zs];PE1 Pausenzeit[zs];PE1 Luefterdrehzahl[%];PE1 Saugzugdrehzahl[%];PE1 Unterdruck Ist[EH];PE1 Unterdruck Soll[EH];PE1 Fuellstand[kg];PE1 Fuellstand ZWB[kg];PE1 Status;PE1 Motor ES;PE1 Motor RA;PE1 Motor RES1;PE1 Motor TURBINE;PE1 Motor ZUEND;PE1 Motor UW[%];PE1 Motor AV;PE1 Motor RES2;PE1 Motor MA;PE1 Motor RM;PE1 Motor SM;PE1 Res1 Temp.[°C];PE1 Res2 Temp.[°C];PE1 CAP RA;PE1 CAP ZB;PE1 AK;PE1 Saug-Int[min];PE1 DigIn1;PE1 DigIn2;PE1 CntDig1;PE1 Ashfill[kg];Fehler1 ;Fehler2 ;Fehler3 ;
04.03.2023;00:03:39;3,3;3,1;0;23,6;8,0;17,0;8,0;0;-1;0,0;2064;55,8;55,8;25,0;0;8200;15,2;82,9;8,0;60,0;0;87,9;8,0;8,0;0,00;0,00;0;0;45,8;146,0;26208;0;99;0;0;1;0;0;0;0;0;1;0;0;23,6;55,8;1;1;0;98;0;0;0;0,0;0;0;0;
04.03.2023;00:04:39;3,3;3,1;0;23,7;8,0;17,0;8,0;0;0;0,0;2064;55,8;55,8;25,0;0;8200;15,0;82,9;8,0;60,0;0;87,7;8,0;8,0;0,00;0,00;0;0;45,7;146,0;26208;0;99;0;0;1;0;0;0;0;0;0;0;0;23,7;55,8;1;1;0;98;0;0;0;0,0;0;0;0;
04.03.2023;00:05:39;3,3;3,1;0;23,8;8,0;17,0;8,0;0;0;0,0;2064;55,8;55,8;25,0;0;8200;14,9;82,9;8,0;60,0;0;87,6;8,0;8,0;0,00;0,00;0;0;45,7;146,0;26208;0;99;0;0;1;0;0;0;0;0;0;0;0;23,8;55,8;1;1;0;98;0;0;0;0,0;0;0;0;
04.03.2023;00:06:39;3,3;3,0;0;23,9;8,0;17,0;8,0;0;-1;0,0;2064;55,7;55,7;25,0;0;8200;15,0;82,8;8,0;60,0;0;87,5;8,0;8,0;0,00;0,00;0;0;45,9;146,0;26208;0;99;0;0;1;0;0;0;0;0;1;0;0;23,9;55,7;1;1;0;98;0;0;0;0,0;0;0;0;
04.03.2023;00:07:39;3,3;3,1;0;24,0;8,0;17,0;8,0;0;-1;0,0;2064;55,7;55,7;25,0;0;8200;15,0;82,8;8,0;60,0;0;87,3;8,0;8,0;0,00;0,00;0;0;45,8;146,0;26208;0;99;0;0;1;0;0;0;0;0;0;0;0;24,0;55,7;1;1;0;98;0;0;0;0,0;0;0;0;
04.03.2023;00:08:39;3,3;3,1;0;24,1;8,0;17,0;8,0;0;0;0,0;2064;55,7;55,7;25,0;0;8200;15,0;82,8;8,0;60,0;0;87,4;8,0;8,0;0,00;0,00;0;0;45,7;146,0;26208;0;99;0;0;1;0;0;0;0;0;0;0;0;24,1;55,7;1;1;0;98;0;0;0;0,0;0;0;0;
04.03.2023;00:09:39;3,3;3,1;0;24,2;8,0;17,0;8,0;0;0;0,0;2064;55,7;55,7;25,0;0;8200;15,0;82,8;8,0;60,0;0;87,3;8,0;8,0;0,00;0,00;0;0;45,7;146,0;26208;0;99;0;0;1;0;0;0;0;0;0;0;0;24,2;55,7;1;1;0;98;0;0;0;0,0;0;0;0;
04.03.2023;00:10:39;3,3;3,1;0;24,3;8,0;17,0;8,0;0;0;0,0;2064;55,7;55,7;25,0;0;8200;15,1;82,8;8,0;60,0;0;87,2;8,0;8,0;0,00;0,00;0;0;45,8;146,0;26208;0;99;0;0;1;0;0;0;0;0;0;0;0;24,3;55,7;1;1;0;98;0;0;0;0,0;0;0;0;
04.03.2023;00:11:39;3,3;3,1;0;24,4;8,0;17,0;8,0;0;0;0,0;2064;55,7;55,7;25,0;0;8200;15,0;82,7;8,0;60,0;0;87,1;8,0;8,0;0,00;0,00;0;0;45,7;146,0;26208;0;99;0;0;1;0;0;0;0;0;0;0;0;24,4;55,6;1;1;0;98;0;0;0;0,0;0;0;0;
04.03.2023;00:12:39;3,3;3,1;0;24,4;8,0;17,0;8,0;0;0;0,0;2064;55,6;55,6;25,0;0;8200;15,1;82,7;8,0;60,0;0;87,1;8,0;8,0;0,00;0,00;0;0;45,7;146,0;26208;0;99;0;0;1;0;0;0;0;0;0;0;0;24,4;55,6;1;1;0;98;0;0;0;0,0;0;0;0;
