Datum ;Zeit ;AT [°C];ATakt [°C];PE1_BR1 ;HK1 VL Ist[°C];HK1 VL Soll[°C];HK1 RT Ist[°C];HK1 RT Soll[°C];HK1 Pumpe;HK1 Mischer;HK1 Fernb[°C];HK1 Status;WW1 EinT Ist[°C];WW1 AusT Ist[°C];WW1 Soll[°C];WW1 Pumpe;WW1 Status;Sensor ext [°C];PE1 KT[°C];PE1 KT_SOLL[°C];PE1 UW Freigabe[°C];PE1 Modulation[%];PE1 FRT Ist[°C];PE1 FRT Soll[°C];PE1 FRT End[°C];PE1 Einschublaufzeit[zs];PE1 Pausenzeit[zs];PE1 Luefterdrehzahl[%];PE1 Saugzugdrehzahl[%];PE1 Unterdruck Ist[EH];PE1 Unterdruck Soll[EH];PE1 Fuellstand[kg];PE1 Fuellstand ZWB[kg];PE1 Status;PE1 Statusbit;PE1 Motor ES;PE1 Motor RA;PE1 Motor RES1;PE1 Motor TURBINE;PE1 Motor ZUEND;PE1 Motor UW[%];PE1 Motor AV;PE1 Motor RES2;PE1 Motor MA;PE1 Motor RM;PE1 Motor SM;PE1 Res1 Temp.[°C];PE1 Res2 Temp.[°C];PE1 CAP RA;PE1 CAP ZB;PE1 AK;PE1 Saug-Int[min];PE1 DigIn1;PE1 DigIn2;PE1 CntDig1;PE1 Ashfill[kg];PE1 Runtime[h];Fehler1 ;Fehler2 ;Fehler3 ;
05.02.2024;00:03:21;10,8;10,8;0;34,3;8,0;17,8;8,0;0;0;0,0;65552;45,2;45,2;25,0;0;8200;15,7;74,0;8,0;60,0;0;79,2;8,0;8,0;0,00;0,00;0;0;47,0;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,3;45,2;1;1;0;105;0;0;0;0,0;2839;0;0;0;
05.02.2024;00:04:21;10,8;10,8;0;34,3;8,0;17,8;8,0;0;0;0,0;65552;45,2;45,2;25,0;0;8200;15,8;74,0;8,0;60,0;0;79,1;8,0;8,0;0,00;0,00;0;0;47,0;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,3;45,2;1;1;0;105;0;0;0;0,0;2839;0;0;0;
05.02.2024;00:05:21;10,8;10,8;0;34,3;8,0;17,7;8,0;0;0;0,0;65552;45,3;45,3;25,0;0;8200;15,8;74,0;8,0;60,0;0;79,0;8,0;8,0;0,00;0,00;0;0;47,1;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,3;45,3;1;1;0;105;0;0;0;0,0;2839;0;0;0;
05.02.2024;00:06:21;10,8;10,8;0;34,2;8,0;17,7;8,0;0;0;0,0;65552;45,2;45,2;25,0;0;8200;15,8;74,0;8,0;60,0;0;78,9;8,0;8,0;0,00;0,00;0;0;47,2;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,2;45,2;1;1;0;105;0;0;0;0,0;2839;0;0;0;
05.02.2024;00:07:21;10,8;10,8;0;34,2;8,0;17,7;8,0;0;0;0,0;65552;45,2;45,2;25,0;0;8200;15,6;73,9;8,0;60,0;0;78,8;8,0;8,0;0,00;0,00;0;0;47,2;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,2;45,2;1;1;0;105;0;0;0;0,0;2839;0;0;0;
05.02.2024;00:08:21;10,8;10,8;0;34,1;8,0;17,7;8,0;0;0;0,0;65552;45,1;45,1;25,0;0;8200;15,8;73,9;8,0;60,0;0;78,7;8,0;8,0;0,00;0,00;0;0;47,2;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,1;45,1;1;1;0;105;0;0;0;0,0;2839;0;0;0;
05.02.2024;00:09:21;10,8;10,8;0;34,2;8,0;17,7;8,0;0;0;0,0;65552;45,2;45,2;25,0;0;8200;15,7;73,9;8,0;60,0;0;78,6;8,0;8,0;0,00;0,00;0;0;47,0;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,2;45,2;1;1;0;105;0;0;0;0,0;2839;0;0;0;
05.02.2024;00:10:21;10,8;10,8;0;34,1;8,0;17,8;8,0;0;0;0,0;65552;45,1;45,1;25,0;0;8200;15,7;73,9;8,0;60,0;0;78,5;8,0;8,0;0,00;0,00;0;0;47,2;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,1;45,1;1;1;0;105;0;0;0;0,0;2839;0;0;0;
05.02.2024;00:11:21;10,8;10,8;0;34,0;8,0;17,9;8,0;0;0;0,0;65552;45,1;45,1;25,0;0;8200;15,8;73,9;8,0;60,0;0;78,4;8,0;8,0;0,00;0,00;0;0;47,2;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,0;45,1;1;1;0;105;0;0;0;0,0;2839;0;0;0;
05.02.2024;00:12:21;10,8;10,8;0;34,0;8,0;17,9;8,0;0;0;0,0;65552;45,1;45,1;25,0;0;8200;15,7;73,8;8,0;60,0;0;78,2;8,0;8,0;0,00;0,00;0;0;47,0;146,0;6000;0;99;1879048192;0;0;0;0;0;0;0;0;0;0;0;34,0;45,1;1;1;0;105;0;0;0;0,0;2839;0;0;0;
